Customer ID,Age,Gender,City,Subscription Type,Monthly Spending,Tenure,Number of Purchases,Customer Support Requests,Login Frequency,Last Activity Date,Satisfaction Score,Churn Status
CUST-1872,38,Male,San Antonio,Premium,103.42,29,8,2,Daily,2026-05-04,3,0
CUST-1873,26,Female,New York,Standard,62.42,54,12,0,Bi-weekly,2026-05-23,5,0
CUST-1874,66,Female,Dallas,Standard,43.04,2,1,0,Weekly,2026-06-01,4,0
CUST-1875,69,Other,San Jose,Premium,139.36,25,4,1,Monthly,2026-06-12,5,0
CUST-1876,24,Female,San Jose,Standard,55.56,20,2,5,Weekly,2026-06-07,2,1
CUST-1877,62,Other,San Diego,Basic,13.73,5,2,3,Bi-weekly,2026-05-25,2,1
CUST-1878,51,Male,San Diego,Basic,17.37,1,1,1,Bi-weekly,2026-04-29,5,0
CUST-1879,25,Male,Dallas,Standard,49.13,5,2,2,Weekly,2026-06-04,3,0
CUST-1880,70,Other,San Diego,Basic,22.07,20,10,1,Weekly,2026-04-17,5,0
CUST-1881,18,Male,San Diego,Basic,26.49,39,8,1,Bi-weekly,2026-04-09,5,0
CUST-1882,54,Male,Los Angeles,Standard,55.85,59,15,2,Bi-weekly,2026-03-23,4,0
CUST-1883,70,Male,San Antonio,Basic,13.59,40,14,3,Monthly,2026-05-02,2,0
CUST-1884,24,Female,New York,Basic,27.71,11,3,1,Bi-weekly,2026-03-27,2,0
CUST-1885,64,Male,San Diego,Standard,69.7,36,4,2,Bi-weekly,2026-06-11,2,0
CUST-1886,67,Female,San Antonio,Standard,36.59,14,5,2,Daily,2026-04-22,2,1
CUST-1887,62,Other,San Diego,Standard,43.75,26,4,0,Monthly,2026-06-16,2,1
CUST-1888,63,Male,Philadelphia,Premium,129.89,32,15,2,Daily,2026-06-10,3,0
CUST-1889,46,Male,San Diego,Standard,63.66,11,1,1,Daily,2026-05-29,4,0
CUST-1890,65,Female,Chicago,Basic,23.43,1,2,1,Weekly,2026-04-25,4,0
CUST-1891,63,Male,Dallas,Basic,18.84,4,1,1,Monthly,2026-03-24,4,0
CUST-1892,56,Male,New York,Standard,60.68,60,8,1,Bi-weekly,2026-05-21,3,0
CUST-1893,44,Male,New York,Standard,62.82,44,22,0,Daily,2026-05-23,2,0
CUST-1894,71,Other,Chicago,Premium,83.36,27,9,5,Daily,2026-05-10,3,0
CUST-1895,30,Other,Houston,Premium,101.61,28,2,0,Weekly,2026-05-24,2,1
CUST-1896,29,Male,San Antonio,Premium,95.3,25,4,1,Monthly,2026-05-23,2,0
CUST-1897,35,Other,San Jose,Standard,31.76,57,7,0,Monthly,2026-05-13,5,0
CUST-1898,24,Other,Dallas,Premium,83.72,7,3,4,Bi-weekly,2026-04-01,4,0
CUST-1899,67,Other,Chicago,Standard,37.01,49,23,2,Bi-weekly,2026-03-27,5,1
CUST-1900,19,Other,San Jose,Standard,45.29,41,8,0,Daily,2026-05-22,2,0
CUST-1901,75,Male,Phoenix,Basic,24.76,49,8,5,Daily,2026-06-13,2,1
CUST-1902,36,Male,Chicago,Standard,38.18,3,1,1,Monthly,2026-05-09,3,0
CUST-1903,59,Male,Dallas,Standard,55.92,19,1,2,Weekly,2026-05-09,4,0
CUST-1904,52,Male,Houston,Premium,125.7,15,5,3,Monthly,2026-04-15,3,1
CUST-1905,58,Male,Los Angeles,Standard,32.8,13,1,2,Weekly,2026-05-25,3,0
CUST-1906,55,Other,Houston,Basic,20.15,28,12,1,Monthly,2026-05-12,3,0
CUST-1907,33,Female,Chicago,Premium,89.92,19,8,1,Weekly,2026-05-17,5,0
CUST-1908,41,Female,San Antonio,Basic,19.41,28,9,4,Monthly,2026-06-01,4,1
CUST-1909,42,Female,Los Angeles,Standard,53.81,10,5,1,Weekly,2026-05-19,5,0
CUST-1910,47,Female,San Antonio,Premium,118.48,5,2,1,Weekly,2026-04-21,3,0
CUST-1911,30,Male,New York,Premium,128.43,24,8,1,Monthly,2026-04-28,5,0
CUST-1912,41,Female,San Diego,Standard,55.64,38,3,0,Monthly,2026-06-16,2,1
CUST-1913,54,Male,Houston,Standard,68.28,50,25,2,Bi-weekly,2026-04-16,5,0
CUST-1914,41,Other,New York,Premium,100.83,28,12,1,Weekly,2026-05-20,5,1
CUST-1915,70,Female,New York,Premium,123.25,10,3,1,Monthly,2026-03-25,3,0
CUST-1916,56,Other,Chicago,Basic,12.33,6,3,0,Monthly,2026-05-01,2,0
CUST-1917,30,Female,Chicago,Standard,40.11,20,9,1,Monthly,2026-04-06,4,0
CUST-1918,66,Other,Los Angeles,Basic,22.72,50,12,0,Weekly,2026-05-17,3,0
CUST-1919,43,Other,Phoenix,Basic,29.74,53,16,0,Daily,2026-06-08,2,0
CUST-1920,44,Other,San Antonio,Premium,93.07,28,3,0,Weekly,2026-05-04,3,0
CUST-1921,30,Female,Chicago,Premium,145.88,29,10,0,Weekly,2026-05-28,3,0
CUST-1922,29,Male,Phoenix,Standard,47.63,59,20,2,Daily,2026-03-31,3,1
CUST-1923,23,Female,Los Angeles,Standard,32.57,2,1,1,Monthly,2026-04-19,2,1
CUST-1924,35,Male,San Jose,Basic,11.94,34,1,2,Monthly,2026-04-04,4,0
CUST-1925,48,Female,San Jose,Standard,43.46,44,11,1,Bi-weekly,2026-05-21,4,0
CUST-1926,42,Other,New York,Standard,64.92,52,4,1,Daily,2026-04-23,5,0
CUST-1927,74,Male,New York,Premium,79.83,34,9,4,Weekly,2026-05-04,4,0
CUST-1928,60,Female,Dallas,Standard,56.41,1,2,1,Daily,2026-03-31,4,0
CUST-1929,69,Other,Philadelphia,Premium,105.54,39,16,1,Monthly,2026-04-03,2,1
CUST-1930,48,Other,Los Angeles,Premium,100.79,39,7,3,Weekly,2026-04-15,1,1
CUST-1931,68,Male,Phoenix,Premium,149.7,56,15,3,Weekly,2026-04-24,1,0
CUST-1932,52,Male,Houston,Basic,13.41,43,3,1,Daily,2026-04-26,2,1
CUST-1933,38,Female,Phoenix,Basic,24.38,43,16,1,Daily,2026-03-27,3,0
CUST-1934,58,Other,San Diego,Basic,25.91,22,4,2,Daily,2026-03-30,4,0
CUST-1935,63,Other,San Antonio,Premium,121.37,36,14,1,Weekly,2026-05-23,4,0
CUST-1936,23,Male,Los Angeles,Standard,59.62,60,7,1,Daily,2026-04-08,4,1
CUST-1937,38,Female,San Jose,Premium,70.13,4,1,2,Monthly,2026-04-27,4,0
CUST-1938,69,Other,Chicago,Premium,123.1,38,8,0,Daily,2026-05-01,2,0
CUST-1939,47,Female,Chicago,Standard,63.49,32,15,3,Weekly,2026-04-05,3,1
CUST-1940,60,Other,New York,Premium,95.61,33,4,1,Bi-weekly,2026-03-22,5,0
CUST-1941,31,Female,Phoenix,Premium,147.32,4,2,0,Weekly,2026-05-25,3,0
CUST-1942,21,Male,San Diego,Premium,101.34,53,22,5,Weekly,2026-06-18,4,0
CUST-1943,61,Female,Philadelphia,Standard,45.64,34,10,1,Bi-weekly,2026-03-23,3,0
CUST-1944,53,Female,Los Angeles,Basic,16.47,51,19,1,Daily,2026-03-22,4,0
CUST-1945,28,Other,Chicago,Standard,57.84,19,3,0,Weekly,2026-05-24,3,0
CUST-1946,18,Female,San Jose,Basic,23.57,55,5,1,Monthly,2026-04-27,3,0
CUST-1947,24,Female,San Diego,Basic,28.9,8,3,2,Monthly,2026-06-01,5,0
CUST-1948,25,Male,San Antonio,Standard,42.11,39,6,0,Monthly,2026-03-24,2,0
CUST-1949,73,Other,San Antonio,Standard,55.29,29,6,1,Daily,2026-06-05,2,1
CUST-1950,49,Other,Dallas,Basic,10.46,37,16,4,Bi-weekly,2026-03-24,1,0
CUST-1951,29,Female,San Diego,Premium,126.22,20,10,1,Weekly,2026-06-08,4,0
CUST-1952,73,Other,Chicago,Standard,62.51,2,2,2,Monthly,2026-06-12,2,0
CUST-1953,31,Other,Los Angeles,Basic,27.24,45,6,4,Daily,2026-04-10,4,0
CUST-1954,25,Male,Chicago,Premium,86.5,11,1,1,Bi-weekly,2026-06-16,2,0
CUST-1955,50,Female,Philadelphia,Premium,83.73,43,1,1,Weekly,2026-05-13,2,0
CUST-1956,51,Female,Dallas,Standard,35.59,32,11,2,Bi-weekly,2026-04-04,3,0
CUST-1957,60,Male,Houston,Basic,13.76,20,4,0,Weekly,2026-04-04,3,0
CUST-1958,35,Male,San Jose,Standard,32.97,17,5,1,Monthly,2026-03-29,3,0
CUST-1959,23,Female,San Antonio,Premium,81.46,14,1,2,Bi-weekly,2026-03-31,3,0
CUST-1960,54,Other,Dallas,Premium,83.12,53,5,0,Bi-weekly,2026-04-26,5,1
CUST-1961,56,Male,Los Angeles,Standard,34.98,8,4,2,Daily,2026-05-09,2,1
CUST-1962,39,Female,Chicago,Basic,15.47,7,2,0,Weekly,2026-05-03,2,0
CUST-1963,25,Male,Dallas,Premium,140.04,38,16,1,Daily,2026-04-14,4,0
CUST-1964,73,Female,Dallas,Standard,54.3,58,2,2,Weekly,2026-05-11,5,0
CUST-1965,69,Other,Dallas,Premium,117.57,55,13,0,Monthly,2026-04-06,3,0
CUST-1966,61,Other,Chicago,Premium,80.11,25,10,3,Bi-weekly,2026-06-14,3,0
CUST-1967,33,Other,San Jose,Standard,58.27,12,4,1,Bi-weekly,2026-04-22,4,0
CUST-1968,45,Other,Houston,Standard,55.43,6,2,2,Monthly,2026-05-11,2,0
CUST-1969,22,Other,Houston,Basic,13.3,4,1,0,Bi-weekly,2026-04-11,5,0
CUST-1970,18,Female,Dallas,Premium,80.91,32,4,0,Monthly,2026-06-19,3,0
CUST-1971,65,Male,San Antonio,Premium,112.75,23,4,1,Daily,2026-04-04,5,0
CUST-1972,61,Other,Houston,Basic,11.5,54,5,0,Bi-weekly,2026-06-14,5,0
CUST-1973,28,Female,Los Angeles,Standard,66.56,16,2,2,Bi-weekly,2026-05-13,5,0
CUST-1974,31,Male,San Jose,Standard,38.7,20,9,1,Daily,2026-04-22,5,0
CUST-1975,18,Other,San Diego,Standard,41.93,7,1,3,Bi-weekly,2026-05-28,4,0
CUST-1976,24,Female,San Diego,Basic,11.69,33,5,4,Monthly,2026-06-05,4,1
CUST-1977,67,Other,Phoenix,Basic,19.41,24,5,1,Bi-weekly,2026-04-27,3,0
CUST-1978,35,Male,San Diego,Premium,137.15,11,2,1,Bi-weekly,2026-04-26,2,1
CUST-1979,73,Other,Houston,Basic,13.79,3,1,3,Monthly,2026-04-28,3,0
CUST-1980,28,Other,Houston,Standard,68.39,18,2,1,Monthly,2026-04-19,5,0
CUST-1981,63,Male,Philadelphia,Standard,50.07,60,24,1,Monthly,2026-06-04,2,0
CUST-1982,68,Male,Chicago,Basic,16.88,1,1,0,Daily,2026-03-26,4,0
CUST-1983,56,Other,New York,Standard,49.21,19,8,1,Daily,2026-04-27,3,0
CUST-1984,64,Other,Chicago,Basic,15.62,8,3,2,Weekly,2026-03-27,5,1
CUST-1985,63,Male,Dallas,Premium,84.5,55,19,1,Weekly,2026-05-22,2,1
CUST-1986,20,Female,Houston,Basic,18.53,40,7,2,Daily,2026-06-14,5,0
CUST-1987,37,Other,Houston,Basic,16.72,31,1,3,Monthly,2026-03-30,1,1
CUST-1988,35,Female,Phoenix,Standard,58.46,16,6,2,Daily,2026-05-28,2,1
CUST-1989,60,Other,Philadelphia,Basic,15.71,18,2,1,Monthly,2026-05-28,4,0
CUST-1990,41,Female,Phoenix,Basic,11.94,1,1,2,Bi-weekly,2026-05-05,4,0
CUST-1991,55,Other,San Jose,Standard,39.53,18,4,5,Monthly,2026-06-09,1,1
CUST-1992,65,Other,Los Angeles,Basic,21.73,59,29,1,Weekly,2026-05-27,5,0
CUST-1993,22,Other,San Jose,Standard,42.06,31,13,1,Weekly,2026-04-13,3,1
CUST-1994,30,Female,Dallas,Premium,90.2,57,25,2,Bi-weekly,2026-05-05,5,0
CUST-1995,25,Female,Los Angeles,Standard,46.76,60,17,2,Daily,2026-05-30,4,0
CUST-1996,26,Female,New York,Premium,74.86,45,7,2,Monthly,2026-04-18,2,1
CUST-1997,66,Other,San Antonio,Premium,132.35,26,10,1,Bi-weekly,2026-05-25,3,1
CUST-1998,54,Male,San Jose,Premium,70.71,60,26,2,Monthly,2026-04-17,4,0
CUST-1999,32,Female,Phoenix,Premium,79.53,15,1,4,Weekly,2026-05-14,1,0
CUST-2000,74,Female,Chicago,Standard,64.94,4,1,4,Weekly,2026-04-13,1,1
CUST-2001,40,Other,San Jose,Standard,42.98,46,18,0,Bi-weekly,2026-06-03,5,0
CUST-2002,36,Female,New York,Premium,135.27,53,12,4,Weekly,2026-05-16,2,1
CUST-2003,19,Other,San Jose,Basic,24.45,45,13,2,Bi-weekly,2026-04-01,3,0
CUST-2004,32,Female,Phoenix,Basic,21.63,52,25,2,Monthly,2026-06-01,5,0
CUST-2005,64,Female,Philadelphia,Basic,28.04,6,2,3,Weekly,2026-04-23,2,0
CUST-2006,29,Male,San Jose,Standard,67.73,12,6,0,Bi-weekly,2026-06-18,4,0
CUST-2007,29,Female,San Jose,Basic,11.39,5,2,1,Weekly,2026-04-23,5,1
CUST-2008,51,Male,New York,Premium,77.98,25,1,2,Daily,2026-06-19,2,1
CUST-2009,67,Male,Phoenix,Basic,28.77,39,1,1,Daily,2026-06-07,4,0
CUST-2010,23,Male,Chicago,Standard,60.39,58,15,3,Weekly,2026-05-12,3,0
CUST-2011,33,Male,Dallas,Premium,91.4,35,4,0,Daily,2026-06-15,2,0
CUST-2012,24,Other,San Antonio,Basic,10.02,15,1,3,Weekly,2026-04-27,4,0
CUST-2013,59,Female,Houston,Premium,100.78,57,23,5,Daily,2026-04-19,2,0
CUST-2014,32,Male,Phoenix,Standard,33.05,22,2,0,Bi-weekly,2026-06-10,2,0
CUST-2015,29,Female,Dallas,Standard,53.98,44,14,1,Weekly,2026-03-27,4,0
CUST-2016,36,Female,Los Angeles,Standard,66.65,43,12,1,Bi-weekly,2026-06-11,2,0
CUST-2017,27,Other,Chicago,Standard,35.91,29,12,0,Monthly,2026-06-12,2,0
CUST-2018,64,Female,Chicago,Basic,16.46,9,2,1,Monthly,2026-05-06,4,0
CUST-2019,48,Other,San Antonio,Premium,133.48,22,3,2,Weekly,2026-05-02,5,0
CUST-2020,52,Other,San Diego,Premium,112.9,15,4,2,Daily,2026-04-07,5,0
CUST-2021,67,Other,Houston,Premium,76.98,24,1,0,Weekly,2026-06-18,4,0
CUST-2022,26,Male,New York,Standard,44.43,55,25,3,Weekly,2026-05-14,4,0
CUST-2023,72,Other,San Antonio,Basic,14.21,15,1,0,Weekly,2026-06-05,3,0
CUST-2024,19,Other,San Antonio,Standard,32.16,7,3,1,Daily,2026-04-20,3,1
CUST-2025,41,Male,Los Angeles,Basic,11.54,37,14,1,Weekly,2026-05-28,5,0
CUST-2026,65,Other,Phoenix,Standard,46.46,22,8,4,Daily,2026-05-15,1,1
CUST-2027,74,Other,New York,Premium,130.09,33,6,1,Daily,2026-05-01,5,0
CUST-2028,74,Female,Dallas,Premium,136.36,59,19,3,Bi-weekly,2026-03-22,2,1
CUST-2029,28,Female,Los Angeles,Premium,100.2,9,2,1,Monthly,2026-04-02,2,1
CUST-2030,29,Other,Dallas,Premium,137.34,53,23,2,Monthly,2026-04-20,4,0
CUST-2031,43,Female,Chicago,Basic,26.07,42,14,2,Weekly,2026-05-17,2,1
CUST-2032,41,Other,Philadelphia,Basic,14.79,11,5,1,Daily,2026-06-12,3,0
CUST-2033,66,Female,Houston,Premium,86.14,60,2,4,Weekly,2026-05-17,1,0
CUST-2034,54,Male,San Jose,Standard,31.83,21,2,0,Bi-weekly,2026-06-19,4,0
CUST-2035,43,Other,Houston,Standard,60.07,47,12,1,Weekly,2026-03-23,2,1
CUST-2036,75,Other,Dallas,Basic,20.04,50,5,1,Daily,2026-04-06,5,0
CUST-2037,73,Male,Phoenix,Basic,13.03,30,2,0,Daily,2026-05-22,3,0
CUST-2038,59,Male,Chicago,Premium,111.3,47,20,1,Bi-weekly,2026-04-24,3,0
CUST-2039,41,Other,San Antonio,Basic,27.81,50,22,2,Monthly,2026-05-21,3,0
CUST-2040,56,Male,Chicago,Premium,120.22,32,4,1,Daily,2026-06-02,4,0
CUST-2041,69,Male,San Diego,Basic,19.1,11,3,1,Weekly,2026-06-12,4,0
CUST-2042,40,Male,Los Angeles,Basic,24.21,30,5,0,Monthly,2026-05-19,5,0
CUST-2043,26,Male,San Jose,Standard,31.58,55,10,1,Monthly,2026-04-29,3,0
CUST-2044,50,Other,Philadelphia,Standard,33.34,27,9,1,Monthly,2026-05-18,2,0
CUST-2045,59,Male,Houston,Premium,135.7,1,1,1,Daily,2026-05-14,5,0
CUST-2046,43,Male,Houston,Standard,64.97,43,3,1,Bi-weekly,2026-04-22,5,0
CUST-2047,75,Female,Los Angeles,Basic,13.61,7,2,2,Monthly,2026-05-26,5,0
CUST-2048,38,Female,San Jose,Standard,38.51,48,16,3,Daily,2026-05-16,4,1
CUST-2049,27,Female,Chicago,Premium,87.08,37,2,1,Monthly,2026-06-13,4,0
CUST-2050,48,Male,New York,Basic,27.36,49,22,2,Monthly,2026-05-17,4,0
CUST-2051,23,Male,Los Angeles,Standard,46.2,20,8,2,Monthly,2026-04-14,3,0
CUST-2052,34,Male,New York,Basic,27.9,28,6,0,Bi-weekly,2026-05-30,3,0
CUST-2053,44,Female,San Diego,Premium,125.11,11,4,6,Bi-weekly,2026-03-24,3,0
CUST-2054,53,Other,Houston,Basic,24.45,38,5,0,Bi-weekly,2026-03-27,4,1
CUST-2055,75,Female,Chicago,Standard,64.57,8,4,2,Bi-weekly,2026-04-15,2,0
CUST-2056,71,Male,San Diego,Premium,147.56,7,1,2,Weekly,2026-05-27,5,0
CUST-2057,67,Male,San Jose,Standard,38.65,14,2,1,Daily,2026-05-04,4,1
CUST-2058,75,Female,Dallas,Basic,23.99,42,15,0,Monthly,2026-04-29,4,0
CUST-2059,52,Female,Dallas,Standard,34.54,12,4,1,Monthly,2026-05-04,3,0
CUST-2060,28,Other,San Antonio,Standard,41.4,43,14,0,Bi-weekly,2026-03-23,2,0
CUST-2061,69,Male,Los Angeles,Premium,71.31,60,14,4,Daily,2026-04-18,1,1
CUST-2062,50,Other,New York,Premium,93.19,27,4,3,Weekly,2026-04-23,4,0
CUST-2063,72,Female,Los Angeles,Standard,68.7,59,15,2,Monthly,2026-03-30,5,1
CUST-2064,41,Male,Dallas,Standard,40.7,43,9,0,Bi-weekly,2026-04-28,3,1
CUST-2065,44,Male,New York,Basic,13.07,24,9,2,Bi-weekly,2026-05-09,3,0
CUST-2066,45,Male,Dallas,Standard,37.71,42,13,2,Daily,2026-04-08,5,1
CUST-2067,58,Female,Chicago,Standard,66.17,34,6,0,Monthly,2026-05-22,2,0
CUST-2068,26,Other,Los Angeles,Premium,116.15,26,13,2,Bi-weekly,2026-04-11,3,0
CUST-2069,31,Male,Los Angeles,Basic,18.75,41,19,0,Weekly,2026-06-17,2,0
CUST-2070,19,Other,Chicago,Standard,55.38,50,12,0,Weekly,2026-05-21,3,0
CUST-2071,52,Male,San Antonio,Standard,56.37,18,2,1,Weekly,2026-04-01,2,1
CUST-2072,55,Male,Los Angeles,Standard,67.09,8,1,1,Weekly,2026-05-15,4,0
CUST-2073,23,Male,San Diego,Standard,66.51,14,4,1,Daily,2026-04-19,2,1
CUST-2074,49,Other,Los Angeles,Basic,23.75,25,6,0,Monthly,2026-05-31,3,0
CUST-2075,75,Male,San Jose,Premium,118.53,3,1,0,Bi-weekly,2026-05-07,5,0
CUST-2076,56,Other,New York,Basic,20.43,17,2,1,Weekly,2026-04-04,2,1
CUST-2077,51,Other,Chicago,Basic,27.34,8,2,1,Daily,2026-05-10,3,0
CUST-2078,64,Other,Chicago,Standard,40.95,13,1,1,Bi-weekly,2026-03-22,4,0
CUST-2079,69,Female,San Antonio,Premium,145.71,60,7,3,Bi-weekly,2026-05-29,2,0
CUST-2080,74,Other,Phoenix,Standard,34.12,51,25,2,Bi-weekly,2026-05-30,3,0
CUST-2081,49,Female,San Diego,Standard,53.85,18,6,2,Daily,2026-04-04,5,0
CUST-2082,54,Female,Philadelphia,Premium,135.55,29,3,0,Daily,2026-04-16,4,0
CUST-2083,36,Other,Dallas,Standard,45.93,8,2,2,Bi-weekly,2026-04-27,3,0
CUST-2084,22,Male,Philadelphia,Standard,35.8,21,2,1,Daily,2026-05-11,2,0
CUST-2085,31,Female,San Jose,Standard,65.95,36,3,2,Monthly,2026-05-15,3,0
CUST-2086,24,Other,Phoenix,Premium,118.63,57,26,1,Daily,2026-04-08,5,0
CUST-2087,45,Female,Philadelphia,Basic,13.94,52,16,0,Monthly,2026-06-15,4,0
CUST-2088,25,Female,Chicago,Premium,96.15,25,4,1,Daily,2026-05-15,2,0
CUST-2089,72,Other,New York,Standard,41.37,54,13,2,Daily,2026-04-13,2,1
CUST-2090,19,Male,San Diego,Basic,26.6,27,12,4,Bi-weekly,2026-05-16,3,0
CUST-2091,43,Male,Dallas,Standard,49.75,4,2,1,Bi-weekly,2026-03-23,5,0
CUST-2092,59,Male,Philadelphia,Premium,78.22,15,1,1,Daily,2026-06-03,2,0
CUST-2093,73,Other,San Antonio,Basic,13.4,13,6,2,Bi-weekly,2026-04-13,2,0
CUST-2094,73,Male,Phoenix,Basic,12.22,20,2,0,Bi-weekly,2026-05-09,5,0
CUST-2095,28,Male,San Jose,Standard,34.8,21,3,6,Monthly,2026-03-31,3,0
CUST-2096,51,Other,Houston,Premium,108.23,32,9,1,Bi-weekly,2026-04-20,3,1
CUST-2097,67,Female,Los Angeles,Standard,52.34,56,8,0,Weekly,2026-03-24,2,1
CUST-2098,49,Male,Houston,Basic,23.41,30,14,0,Monthly,2026-05-27,5,0
CUST-2099,31,Other,Dallas,Premium,138.68,49,10,3,Monthly,2026-03-29,2,0
CUST-2100,24,Male,Houston,Standard,45.42,29,14,2,Weekly,2026-04-30,3,0
CUST-2101,45,Male,Phoenix,Premium,121.87,10,4,1,Daily,2026-06-06,3,1
CUST-2102,47,Male,Phoenix,Basic,19.52,34,15,2,Bi-weekly,2026-05-18,2,0
CUST-2103,23,Female,San Antonio,Basic,13.01,33,14,3,Bi-weekly,2026-06-14,4,0
CUST-2104,24,Male,San Antonio,Premium,144.24,13,3,0,Weekly,2026-04-30,3,0
CUST-2105,51,Other,San Diego,Premium,104.69,44,2,0,Weekly,2026-06-06,3,0
CUST-2106,75,Male,San Jose,Standard,39.55,35,4,2,Bi-weekly,2026-05-23,5,0
CUST-2107,24,Male,Phoenix,Standard,38.23,51,7,2,Bi-weekly,2026-03-31,4,0
CUST-2108,36,Other,New York,Basic,13.7,59,23,2,Monthly,2026-05-12,3,0
CUST-2109,61,Male,Chicago,Basic,16.64,30,3,1,Daily,2026-03-27,5,0
CUST-2110,19,Male,Phoenix,Basic,13.41,49,1,2,Bi-weekly,2026-04-21,2,0
CUST-2111,33,Female,Los Angeles,Basic,26.38,37,10,0,Weekly,2026-04-14,3,0
CUST-2112,67,Male,Los Angeles,Standard,62.16,22,8,0,Monthly,2026-05-07,4,0
CUST-2113,34,Female,San Diego,Basic,26.55,20,6,1,Monthly,2026-06-06,4,0
CUST-2114,64,Other,New York,Basic,29.57,55,8,0,Weekly,2026-05-06,5,1
CUST-2115,54,Other,San Antonio,Standard,38.25,6,1,4,Monthly,2026-03-31,1,0
CUST-2116,74,Other,Dallas,Standard,69.49,57,17,1,Weekly,2026-05-18,4,0
CUST-2117,43,Other,San Antonio,Standard,42.37,3,2,5,Daily,2026-04-26,4,0
CUST-2118,68,Female,Phoenix,Basic,29.39,32,5,2,Monthly,2026-03-25,3,0
CUST-2119,36,Other,Dallas,Premium,83.01,32,10,2,Daily,2026-05-14,2,0
CUST-2120,31,Female,San Jose,Basic,11.06,20,1,7,Monthly,2026-05-06,1,1
CUST-2121,26,Female,Phoenix,Premium,123.23,50,18,2,Weekly,2026-06-09,4,0
CUST-2122,64,Male,San Antonio,Premium,143.46,19,4,2,Daily,2026-04-21,4,0
CUST-2123,61,Other,San Antonio,Standard,45.96,58,4,2,Bi-weekly,2026-05-13,4,0
CUST-2124,45,Other,Philadelphia,Premium,81.13,50,7,0,Bi-weekly,2026-06-03,5,0
CUST-2125,37,Female,Los Angeles,Standard,52.67,41,15,0,Weekly,2026-05-03,5,0
CUST-2126,51,Female,Philadelphia,Premium,144.79,46,12,2,Monthly,2026-05-06,5,0
CUST-2127,44,Female,New York,Premium,72.11,50,14,1,Daily,2026-06-03,4,0
CUST-2128,55,Other,Philadelphia,Basic,22.42,58,19,2,Bi-weekly,2026-06-14,5,0
CUST-2129,60,Male,San Diego,Premium,106.82,4,1,0,Daily,2026-05-17,2,1
CUST-2130,24,Female,San Jose,Standard,57.62,56,2,1,Daily,2026-04-07,2,0
CUST-2131,51,Male,Dallas,Premium,147.38,9,2,2,Weekly,2026-05-13,4,0
CUST-2132,18,Female,San Jose,Premium,86.06,5,1,1,Weekly,2026-04-04,2,1
CUST-2133,33,Male,Los Angeles,Standard,30.99,33,15,2,Monthly,2026-06-13,2,1
CUST-2134,48,Male,Houston,Premium,90.82,40,15,2,Daily,2026-04-26,3,0
CUST-2135,29,Male,Houston,Basic,20.23,45,18,4,Weekly,2026-04-21,4,0
CUST-2136,60,Male,San Jose,Standard,44.69,18,7,1,Monthly,2026-03-23,2,1
CUST-2137,70,Female,Chicago,Basic,15.67,8,4,1,Daily,2026-04-07,4,1
CUST-2138,59,Other,San Jose,Standard,31.71,59,12,1,Weekly,2026-04-22,5,0
CUST-2139,28,Female,Dallas,Premium,86.86,58,23,0,Monthly,2026-04-16,2,1
CUST-2140,27,Female,San Jose,Standard,48.38,55,26,1,Weekly,2026-05-16,4,0
CUST-2141,22,Other,San Diego,Standard,68.5,39,6,1,Bi-weekly,2026-06-04,4,0
CUST-2142,55,Female,San Jose,Premium,136.39,5,1,0,Daily,2026-05-31,3,1
CUST-2143,24,Female,San Diego,Standard,60.4,50,24,0,Weekly,2026-06-07,3,0
CUST-2144,42,Female,Los Angeles,Basic,22.24,8,1,0,Daily,2026-04-25,4,0
CUST-2145,71,Male,Chicago,Standard,34.31,29,7,3,Weekly,2026-03-31,2,1
CUST-2146,49,Female,Phoenix,Basic,14.02,11,4,2,Weekly,2026-06-09,2,0
CUST-2147,60,Male,Houston,Basic,26.2,58,1,1,Bi-weekly,2026-04-29,2,1
CUST-2148,61,Other,Dallas,Standard,37.61,14,5,4,Monthly,2026-04-17,3,0
CUST-2149,75,Other,Chicago,Basic,18.78,41,13,2,Daily,2026-04-09,2,1
CUST-2150,51,Female,Los Angeles,Basic,19.97,4,2,0,Daily,2026-05-23,4,0
CUST-2151,34,Female,Philadelphia,Basic,27.45,11,3,1,Daily,2026-04-13,3,0
CUST-2152,57,Other,Phoenix,Standard,54.75,35,4,2,Monthly,2026-05-18,2,1
CUST-2153,44,Female,Houston,Standard,65.52,4,1,0,Weekly,2026-04-11,4,0
CUST-2154,60,Male,Houston,Standard,32.92,37,2,0,Bi-weekly,2026-06-11,5,0
CUST-2155,57,Male,Dallas,Standard,67.86,18,1,2,Daily,2026-06-16,5,0
CUST-2156,59,Female,San Antonio,Standard,42.14,55,8,3,Daily,2026-06-13,1,0
CUST-2157,69,Male,Dallas,Premium,138.82,44,22,2,Daily,2026-04-11,5,1
CUST-2158,67,Female,Chicago,Standard,58.05,36,5,2,Daily,2026-04-25,2,0
CUST-2159,75,Female,Philadelphia,Basic,16.86,59,2,1,Weekly,2026-05-22,2,0
CUST-2160,32,Female,Dallas,Premium,73.66,52,1,0,Weekly,2026-06-13,2,1
CUST-2161,46,Male,Phoenix,Basic,16.28,39,8,1,Bi-weekly,2026-06-04,5,0
CUST-2162,25,Other,Los Angeles,Basic,15.0,35,7,1,Monthly,2026-03-22,4,0
